Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
"""kozeputassaga"",",1,1458
"""kozerdeket",1,1459
"""kozhely",1,1460
"""kozigazgatasi",1,1461
"""kozmetikazasara""]az",1,1462
"""kozosnevezot"".",1,1463
"""kozosseg",2,1464
"""kozpenzek",2,1466
"""kozszolgalati""",1,1468
"""koztes",1,1469
"""kozvelemenyhamisito-intezeteket""",1,1470
"""kozvelemenykutatasok""?]a",1,1471
"""kozvelemenykutatasokat"",",1,1472
"""kritika",1,1473
"""kronikajaban",1,1474
"""kronikajaban""",1,1475
"""kubla",1,1476
"""kukly""",2,1477
"""kukly.""",1,1479
"""kulfoldon",1,1480
"""kulfoldrol",1,1481
"""kulon",1,1482
"""kulpolitikajat"",",1,1483
"""kulso"",",1,1484
"""kulturaltan"",",1,1485
"""kuszik",1,1486
"""kyiv",1,1487
"""közösen""",1,1488
"""közösség",2,1489
"""külföldi",1,1491
"""külpolitikája""",1,1492
"""la",2,1493
"""lack",1,1495
"""lagy""",1,1496
"""langok",1,1497
"""lantos",1,1498
"""lanyommal",1,1499
"""lapitottak",1,1500
"""large",1,1501
"""largest",1,1502
"""laser",1,1503
"""lassan,",1,1504
"""last",2,1505
"""lathatatlan"",",1,1507
"""latin-amerikanizalodasnak""",1,1508
"""lazarillo",1,1509
"""lazongo",1,1510
"""le",1,1511
"""leaders"",",1,1512
"""leaking",1,1513
"""least",1,1514
"""leaving",1,1515
"""lebenitott""",1,1516
"""leblokkolasaban""]2.",1,1517
"""lecsuszo",1,1518
"""lee",1,1519
"""left"",",1,1520
"""legalis",1,1521
"""legfobb""",1,1522
"""legislation,",1,1523
"""legjobb",1,1524
"""legjobb""",1,1525
"""legkisebb",1,1526
"""legnagyobb",4,1527
"""legnagyobbkedvezmeny",1,1531
"""legvidamabb",1,1532
"""lehet-e",1,1533
"""lehetetlen""",1,1534
"""leisure",1,1535
"""lelekeles""",1,1536
"""lelektani""",1,1537
"""lelkes",1,1538
"""lelki",1,1539
"""lemon",1,1540
"""lengyel",1,1541
"""leplezte",1,1542
"""lesser-known""",1,1543
"""leszogezni",1,1544
"""letesits",1,1545
"""letezo",1,1546
"""letminimumanakmegallapitasara""]mezei",1,1547
"""letminimumot""",1,1548
"""leuralashoz"",",1,1549
"""leverik""",1,1550
"""lex",1,1551
"""lezsidozas""",1,1552
"""liberal",1,1553
"""liberalis",1,1554
"""liberalis""",2,1555
"""liberalisemberek""",1,1557
"""liberalizmus""",2,1558
"""liberty""",1,1560
"""liberty"",",1,1561
"""libraries",1,1562
"""light",1,1563
"""like",1,1564
"""lilasagait""",1,1565
"""limitless",1,1566
"""long",1,1567
"""lordship",1,1568
"""los",1,1569
"""loses""",1,1570
"""love",1,1571
"""low",1,1572
"""lynden",1,1573
"""lyuk""",1,1574
"""lázgörbéknek""",1,1575
"""lösungsversuch""",1,1576
"""ma",2,1577
"""mac",1,1579
"""macbeth""",1,1580
"""machinal.""",1,1581
"""machine",1,1582
"""maczot",1,1583
"""madame",1,1584
"""made",1,1585
"""maffianal",1,1586
"""maganhaboruja""]mint",1,1587
"""maganhaborujat"".3.",1,1588
"""magas",2,1589
"""magasabb",2,1591
"""magatol""",1,1593
"""magic""",1,1594
"""maguk",1,1595
"""magyar",13,1596
"""magyar""",6,1609
"""magyar""televizio",1,1615
"""magyar,",1,1616
"""magyar-magyar",2,1617
"""magyarazatot"",",1,1619
"""magyarorszag",1,1620
"""magyarorszagert"",",2,1621
"""magyarorszagi",1,1623
"""magyarul",2,1624
"""mahatma""",1,1626
"""main",1,1627
"""majd",1,1628
"""majd"".",1,1629
"""majd""]a",1,1630
"""major",3,1631
"""makrogazdasagi",1,1634
"""man",2,1635
"""manipulation",1,1637
"""many",3,1638
"""mar",1,1641
"""maradt",1,1642
"""maradtak"",",1,1643
"""marciusi",1,1644
"""market",1,1645
"""marketing",1,1646
"""marshall",1,1647
"""mas""),",1,1648
"""massagat""",1,1649
"""masses",1,1650
"""massive",1,1651
"""master",1,1652
"""mathias",1,1653
"""measures",1,1654
"""media:",2,1655
"""medically",1,1657
"""meditation""",1,1658
"""mega",1,1659
"""megallj!""-tkialtani,",1,1660
"""megallni",1,1661
"""megbizhato",1,1662
"""megbizhato""",1,1663
"""megdolgozasa""",1,1664
"""megegyezesek""vannak",1,1665
"""megelhetesi",1,1666
"""megelhetesi""-bunozesicelpont",1,1667
"""megelozo",1,1668
"""megerti"",",1,1669
"""megfazasat""",1,1670
"""megfazott"".",1,1671
"""megfeleles""",1,1672
"""megfelelo""",1,1673
"""megfelelo""-re???",1,1674
"""megfelelo""?",1,1675
"""meggymagos",1,1676
"""meghatarozott",1,1677
"""megkesett",1,1678
"""megmagyarazzak",1,1679
"""megmerettetett,",1,1680
"""megoldottak""",1,1681
"""megorzese""",1,1682
"""megroni""",1,1683
"""megszavaznak""",1,1684
"""megszoritasok""",1,1685
"""megtagadta",1,1686
"""megtett",1,1687
"""megtisztelik""",1,1688
"""megvizsgaljak"".",1,1689
"""megvizsgaltam"".",1,1690
"""mein",1,1691
"""mellenyzsebbol""",1,1692
"""mellesleg""",1,1693
"""meltosagba""folcsinalt",1,1694
"""mending",1,1695
"""mentsege""",1,1696
"""merlegnyelv""",1,1697
"""mertekado"",",1,1698
"""merteket",1,1699
"""messzirol",1,1700
"""method"".",1,1701
"""mi",5,1702
"""mi""?",1,1707
"""micsoda",1,1708
"""middle",1,1709
"""middletown""",1,1710
"""mile""",1,1711
"""military",1,1712
"""minden",3,1713
"""mindenki",1,1716
"""mindez",1,1717
"""mindket",1,1718
"""mini-konjunkturat""",1,1719
"""mini-nukes""",1,1720
"""miniszter",1,1721
"""miniszterelnok""",1,1722
"""miniszterelnoknek""",1,1723
"""miniszteriumok""",1,1724
"""minosegtol""",1,1725
"""mintha",1,1726
"""miok",1,1727
"""mirror",1,1728
"""mit",2,1729
"""mivel",1,1731
"""moby",1,1732
"""mocskos",1,1733
"""moderate",1,1734
"""modernizaciot"".",1,1735
"""mondja""*",1,1736
"""montessori",1,1737
"""moral",1,1738
"""moralis""",1,1739
"""more",4,1740
"""mosaic""-otfejlesztette",1,1744
"""most",5,1745
"""mother",2,1750
"""motors",1,1752
"""moving",2,1753
"""mrs.",1,1755
"""mukodotoke""",1,1756
"""munkafolyamatok",1,1757
"""munkalkodnak""",1,1758
"""munkásõrség""",1,1759
"""must",2,1760
"""mutiny""",1,1762
"""mutual",1,1763
"""mutually",1,1764
"""muveszeti",1,1765
"""método",1,1766
"""mû""",1,1767
"""mûvelt",1,1768
"""mûvébõl""",1,1769
"""na",4,1770
"""na,",2,1774
"""nacionalista""",1,1776
"""nacionalizmusnak"":",1,1777
"""nagy",3,1778
"""nagyobb",1,1781
"""nagyobb""",1,1782
"""nagyon",2,1783
"""nagyosszevisszasag""",1,1785
"""nagystilu",1,1786
"""nagystrategiai",1,1787
"""naive""",1,1788
"""naked",1,1789
"""napoleon",1,1790
"""narrative",1,1791
"""narrowly",1,1792
"""national",1,1793
"""national-",1,1794
"""native",1,1795
"""nato",2,1796
"""nato-abrand""",1,1798
"""natural""",1,1799
"""ne",1,1800
"""near",1,1801
"""nebantsviragok""",1,1802
"""necessary",1,1803
"""negativ",1,1804
"""negativkamatozasu""",1,1805
"""negyedik",1,1806
"""neither",1,1807
"""nem",15,1808
"""nemetbaratnak""",1,1823
"""nemetnacizmus""",1,1824
"""nemhogyerkolcsi",1,1825
"""nemi",1,1826
"""nemzet""",3,1827
"""nemzet""-hez.",1,1830
"""nemzeti",5,1831
"""nemzeti""",1,1836
"""nemzetinek""",1,1837
"""nemzetisegi"",",1,1838
"""nemzetiszinhaz""",1,1839
"""nemzetkozi",2,1840
"""nemzetrombolo",1,1842
"""nepidemokracia""",1,1843
"""nepidemokratak""",1,1844
"""nepszeru""",1,1845
"""nepszerusegu""",1,1846
"""netscape",1,1847
"""never""",1,1848
"""nevertekben""",1,1849
"""neveto",1,1850
"""new",6,1851
"""new""",1,1857
"""next,",1,1858
"""nezz",1,1859
"""night",1,1860
"""nightmare",1,1861
"""nincs",5,1862
"""nine",1,1867
"""ninety",1,1868
"""nivo-dijjal"".",1,1869
"""nivodij""",1,1870
"""no",4,1871
"""no"".",1,1875
"""no-one",1,1876
"""noha",1,1877
"""nomail"";",1,1878
"""non-person""",1,1879
"""nopost""",1,1880
"""normal""",2,1881
"""normal,",1,1883
"""normally,",1,1884
"""not",8,1885
"""not,",1,1893
"""notes",1,1894
"""nothing",1,1895
"""novekedes",1,1896
"""now",2,1897
"""nuclear",2,1899
"""nun's",1,1901
"""nurnbergi""",1,1902
"""nursing""",1,1903
"""nyet""",1,1904
"""nyogvenyalas"".",1,1905
"""nyogvenyelos""polgari",1,1906
"""nyomozohivatalara"",",1,1907
"""nyugat""",1,1908
"""nyugatnemetek""egymasra",1,1909
"""nyugdijintezet""",1,1910
"""nyugdijkerdest""",1,1911
"""népidemokrácia""",1,1912
"""nézz",1,1913
"""o",1,1914
"""oath""",1,1915
"""ode",1,1916
"""odes""",1,1917
"""oedipus",1,1918
"""of",4,1919
"""off-line""",1,1923
"""offending",1,1924
"""offenses",1,1925
"""offer",1,1926
"""official""",1,1927
"""okos"",",1,1928
"""okumenikus",1,1929
"""old",1,1930
"""olvadt",1,1931
"""olyen",1,1932
"""on",6,1933
"""once",2,1939
"""one",7,1941
"""one-",1,1948
"""onellenorzes],",1,1949
"""ongyilkossagot""",1,1950
"""onkentes",2,1951
"""onkentes""",1,1953
"""open",3,1954
"""openly",1,1957
"""opera",1,1958
"""optimizmusa"",",1,1959
"""or",2,1960
"""oriasi"",",1,1962
"""originates",1,1963
"""orok",1,1964
"""orommel",1,1965
"""orosz",1,1966
"""orszag",1,1967
"""osszeferhetetlen""",1,1968
"""osszetevesztik""",1,1969
"""osszeveritekezett""",1,1970
"""osszevont""iskolak",1,1971
"""oszdd",1,1972
"""osztozkodasi""",1,1973
"""othello""",3,1974
"""othello"".",1,1977
"""othello.""",1,1978
"""other",2,1979
"""otthonbol"",",1,1981
"""otvenhatos",1,1982
"""ought""",1,1983
"""our",4,1984
"""out",2,1988
"""out""",1,1990
"""out"",",1,1991
"""outsiders.""",1,1992
"""over",1,1993
"""over,""",1,1994
"""overwhelming",1,1995
"""owns""",1,1996
"""pacifier""",1,1997
"""packaging"".",1,1998
"""paktuma""",1,1999
"""paper""",1,2000
"""paradise",1,2001
"""parancsnokot"",",1,2002
"""parbeszedet",1,2003
"""parents",2,2004
"""parizsi",3,2006
"""parlamenti""",1,2009
"""parliamentary",2,2010
"""partegyesules""",1,2012
"""participants",1,2013
"""participated",1,2014
"""participatory",1,2015
"""partnerseg",1,2016
"""partnership""",1,2017
"""partnert""",1,2018
"""partszakadas""",1,2019
"""partszakadasok""-nak,",1,2020
"""parzival""",1,2021
"""passing",2,2022
"""pata",1,2024
"""patently",1,2025
"""patkany,",1,2026
"""patrioten""",1,2027
"""patyomkin-demokracia""",1,2028
"""patyomkin-demokrataknak""",1,2029
"""peace",1,2030
"""penzugyi",1,2031
"""penzunio""???",1,2032
"""people",2,2033
"""people's",1,2035
"""perestroika""",1,2036
"""performance",1,2037
"""permanens",1,2038
"""permanent",2,2039
"""persist""--that",1,2041
"""person.""",1,2042
"""persona",1,2043
"""personally""",1,2044
"""persze",1,2045
"""persze,",1,2046
"""petro-dollar""",1,2047
"""phaedo""",1,2048
"""phagocyztization""",1,2049
"""philebus""",1,2050
"""philosophy",1,2051
"""piac,",1,2052
"""piaci",1,2053
"""pimenov",1,2054
"""pisztolynak",1,2055
"""plan",1,2056
"""platform",1,2057
"""plato",1,2058
"""plowing",1,2059
"""plugged""",1,2060
"""poetry",1,2061
"""point",1,2062
"""pokolvarnak"",",1,2063
"""pol",3,2064
"""polgari",1,2067
"""policy",1,2068
"""political",6,2069
"""politics""",1,2075
"""politikai",3,2076
"""politikaipletykalkodasnak""",1,2079
"""pongratz",1,2080
"""popular",1,2081
"""porgy",1,2082
"""pornografiaellenesseg""",1,2083
"""pornographers""",1,2084
"""pornographers,""",1,2085
"""pornographic""",1,2086
"""pornography,""",1,2087
"""portrait",1,2088
"""position",1,2089
"""positive",1,2090
"""positive.""",1,2091
"""power",3,2092
"""pozitiv",1,2095
"""practical,""",2,2096
"""preambulum""",1,2098
"""prefektusi",1,2099
"""preferalva,",1,2100
"""president",1,2101
"""pride",3,2102
"""prime",3,2105
"""prince""",1,2108
"""prince"".",1,2109
"""prison""",1,2110
"""privat",1,2111
"""privatizacio",1,2112
"""privatizalas""hive,",1,2113
"""problems",1,2114
"""profession"",",1,2115
"""professionalism""",1,2116
"""professzionalis",1,2117
"""professzionalizmusanak""",1,2118
"""profikkal""",1,2119
"""profound",1,2120
"""program""",1,2121
"""project",1,2122
"""proletar",1,2123
"""promotion""",2,2124
"""propaganda",1,2126
"""protection",1,2127
"""provides",1,2128
"""provocations""",1,2129
"""prufrock,""",1,2130
"""public",1,2131
"""pul=",1,2132
"""pure",1,2133
"""pushing,""",1,2134
"""puskaporos",1,2135
"""quarantin[e]",1,2136
"""ra",2,2137
"""rabbit,",1,2139
"""rablobankvilagot""?ezt",1,2140
"""racketeering",1,2141
"""radical",1,2142
"""radikalis",1,2143
"""rafazott"",",1,2144
"""ragyogo",1,2145
"""rasszizmus""",1,2146
"""raszorultsagi",1,2147
"""raverni",1,2148
"""ravings.""",1,2149
"""raw""",1,2150
"""read""",1,2151
"""reakcios""-nak",1,2152
"""realistic""",1,2153
"""realitasok",1,2154
"""reasonable",3,2155
"""reasonable""",1,2158
"""reasonably",1,2159
"""reassuring,""",1,2160
"""recent",1,2161
"""recommended",1,2162
"""recommended""",1,2163
"""reconfigured",1,2164
"""red",3,2165
"""refinación",1,2168
"""regardless",1,2169
"""reinforce",1,2170
"""reiterate""",1,2171
"""rekedtseget"".",1,2172
"""relationship",1,2173
"""remeljuk,",1,2174
"""remenybeli",1,2175
"""remenyenek,",1,2176
"""remenykedik""",1,2177
"""rendezni""",1,2178
"""rendszert""bankok",1,2179
"""rendszervaltasnal""",1,2180
"""rendszervaltozas""",1,2181
"""rendszervaltoztato""",1,2182
"""rendszerváltozás""",1,2183
"""rengetegen",1,2184
"""republic""",2,2185
"""require[]",1,2187
"""reserve""",1,2188
"""reserved",1,2189
"""responsible""",1,2190
"""resultados",2,2191
"""resulting",1,2193
"""reszben",2,2194
"""reszlegesen",1,2196
"""reszortfelelose""",1,2197
"""retired""",1,2198
"""retrieval'",1,2199
"""reverse",1,2200
"""review-by-owner"",",1,2201
"""revizionista""",1,2202
"""revolutions""",1,2203
"""richard",1,2204
"""right",2,2205
"""right"",",1,2207
"""risk",1,2208
"""road""",1,2209
"""robot",1,2210
"""rogue""",1,2211
"""rollout",1,2212
"""roma",1,2213
"""roma"",",1,2214
"""roman",1,2215
"""romanellenes",1,2216
"""romansaga""",1,2217
"""romantic",1,2218
"""romeo",1,2219
"""roots""",1,2220
"""rozsadombi",2,2221
"""rudolf",1,2223
"""running",1,2224
"""russia",3,2225
"""russia""",1,2228
"""russia's",2,2229
"""s",1,2231
"""safe",1,2232
"""safe""",1,2233
"""saga",1,2234
"""sailing",1,2235
"""saint",1,2236
"""sajat",1,2237
"""sajatos",1,2238
"""sajnalom,",1,2239
"""sample",1,2240
"""santa",1,2241
"""sas70""",1,2242
"""saving",1,2243
"""scale""",1,2244
"""scandal""",1,2245
"""scheme",1,2246
"""school",1,2247
"""schooling",1,2248
"""science",1,2249
"""scorched",1,2250
"""search",1,2251
"""second,",1,2252
"""secret",1,2253
"""sections",1,2254
"""security",2,2255
"""sehonnai",1,2257
"""sem",1,2258
"""semmi",2,2259
"""semmibe",1,2261
"""semmik",1,2262
"""semmilyen",1,2263
"""semmit",1,2264
"""sending",1,2265
"""separatist",1,2266
"""serious.""",1,2267
"""seven",1,2268
"""severe",1,2269
"""share",1,2270
"""shocking.""",1,2271
"""short",1,2272
"""should",3,2273
"""shut",1,2276
"""sick",2,2277
"""sick""",1,2279
"""siddhartha""",1,2280
"""signifi-cant",1,2281
"""significant",1,2282
"""significantly",1,2283
"""siker""",1,2284
"""sikerpropaganda""]hazankban",1,2285
"""sikerpropagandat""][huszonketezer",1,2286
"""sikertortenet"",",1,2287
"""similar",1,2288
"""simply",1,2289
"""sir",1,2290
"""sister",1,2291
"""situations",1,2292
"""sladek",1,2293
"""slander",1,2294
"""slaughterhouse",1,2295
"""slick",1,2296
"""slightly",1,2297
"""slow",1,2298
"""small",1,2299
"""snake""",1,2300
"""snapshot""",1,2301
"""sneak",1,2302
"""soap",1,2303
"""social",1,2304
"""socios",1,2305
"""software",1,2306
"""sok",1,2307
"""sokmillio",1,2308
"""sold",1,2309
"""soliloquy",1,2310
"""solve""",1,2311
"""some",1,2312
"""something",2,2313
"""sonny's",1,2315
"""sons",1,2316
"""soprogeto-katonakat"".",1,2317
"""soros",1,2318
"""soul",1,2319
"""sovereigntyand",1,2320
"""specific",1,2321
"""spectacle""",1,2322
"""spin",1,2323
"""spin-felcserjei""?a",1,2324
"""spin-felcserseget""",1,2325
"""spin-felcsersegrol""",1,2326
"""spiritual",2,2327
"""spongers""",1,2329
"""spontan",1,2330
"""spring",1,2331
"""stability,""",1,2332
"""stabilizacio""",2,2333
"""stabilizaciohoz"",",1,2335
"""stabilizacionak""",1,2336
"""stabilnak",1,2337
"""stamps""",1,2338
"""standard""",1,2339
"""stars",1,2340
"""start",1,2341
"""state",1,2342
"""stereotype",1,2343
"""stewardship""",1,2344
"""still",1,2345
"""sting""",1,2346
"""stop""",1,2347
"""stop"".",1,2348
"""stopped",1,2349
"""story""-t",1,2350
"""strategia""",1,2351
"""strategiajat"".3.",1,2352
"""strict",1,2353
"""stuck""",1,2354
"""subject",1,2355
"""subscribe",1,2356
"""subsidiaria"")",1,2357
"""suket",1,2358
"""sulyadorol"",",1,2359
"""sulyos""",1,2360
"""summer",1,2361
"""supply-side""",1,2362
"""surgeons",1,2363
"""surpassed",1,2364
"""swing",2,2365
"""switch",1,2367
"""symbol",1,2368
"""symposium""",2,2369
"""szabad",3,2371
"""szabad""",1,2374
"""szabadsagharc""nevet",1,2375
"""szabo",2,2376
"""szajtepo",1,2378
"""szakember""",1,2379
"""szakertelemre""",1,2380
"""szakerto",2,2381
"""szakerto"")",1,2383
"""szakertoitol"",",1,2384
"""szakertok""",1,2385
"""szakmai",1,2386
"""szakmai""",1,2387
"""szakértelemere""",1,2388
"""szalmonella""",1,2389
"""szalmonella""-fertozes",1,2390
"""szamunkra",1,2391
"""szavazati",1,2392
"""szazmillio",1,2393
"""szdsz",1,2394
"""szegenyek",1,2395
"""szekszualis",1,2396
"""szelesiteni",1,2397
"""szelsojobboldali",1,2398
"""szelsoseges""",1,2399
"""szelsosegesseg""-nek.",1,2400
"""szemelyes",1,2401
"""szent",1,2402
"""szentsegit""",1,2403
"""szeptemberben",1,2404
"""szerb",1,2405
"""szerencses",1,2406
"""szeretne"".",1,2407
"""szerzodes"",",1,2408
"""szerzodes""-ben.",1,2409
"""szetverni",1,2410
"""sziberia-metodust""",1,2411
"""sziberiai",1,2412
"""szignifikans""",1,2413
"""szigoruan",1,2414
"""szilikonvolgy""",1,2415
"""szinte"",",1,2416
"""szivaros""",1,2417
"""szivessegbol""",1,2418
"""szlovakellenes",1,2419
"""szlovakia",1,2420
"""szocialis",1,2421
"""szocialisan",3,2422
"""szocialista",1,2425
"""szokas""",1,2426
"""szoktatjak""",1,2427
"""szolasszabadsag",1,2428
"""szolid",1,2429
"""szopjal,mami""",1,2430
"""szorakozasbol""",1,2431
"""szorgalmaztam,",1,2432
"""szorri",1,2433
"""szovjet""][walensa",1,2434
"""sztarolnak""",1,2435
"""szubjektive""",1,2436
"""szukseges""?",1,2437
"""szuletett",1,2438
"""szétszórtsága""",1,2439
"""tagging""",1,2440
"""tajekoztatasnak"",",1,2441
"""tajekoztatasok""",1,2442
"""tajekoztatjak""?",1,2443
"""talalunk",1,2444
"""talan",1,2445
"""talk",1,2446
"""talking",1,2447
"""tamburlaine",1,2448
"""tamogatast",1,2449
"""tamogatjak",1,2450
"""tamogatjak""",1,2451
"""tamogatjak"",",1,2452
"""tamogatjak""?",1,2453
"""tamogatni",1,2454
"""targyalunk""]a",1,2455
"""targyszeruen""",1,2456
"""tarsadalmi",1,2457
"""tarsadalomtudosnak""",1,2458
"""tarthato",1,2459
"""tartozkodas""",1,2460
"""tavkozlesi",1,2461
"""tax",1,2462
"""taxisblokad""",1,2463
"""te",1,2464
"""teasers""",1,2465
"""technical",1,2466
"""technikai",1,2467
"""technology",2,2468
"""television",1,2470
"""teljes",2,2471
"""teljesites"".",1,2473
"""tend",2,2474
"""tenyarnyalo""",1,2476
"""tenyekhez""",1,2477
"""tenyekkel""",1,2478
"""terepeken""",1,2479
"""termese"".",1,2480
"""terminally",1,2481
"""terminated""",1,2482
"""terrorellenes""",1,2483
"""teruleti",1,2484
"""teruletrendezest!""",1,2485
"""tervezett"",amelyet",1,2486
"""test",1,2487
"""tevelyges"",helyreallna",1,2488
"""tevesztenie""",1,2489
"""that",1,2490
"""that's",2,2491
"""the",65,2493
"""theory",1,2558
"""there",3,2559
"""there's",1,2562
"""these",2,2563
"""they",6,2565
"""thieves.""",1,2571
"""third",3,2572
"""this",5,2575
"""thorough",1,2580
"""those",2,2581
"""threat",1,2583
"""threat""",1,2584
"""thy",1,2585
"""tiborc",2,2586
"""tied",1,2588
"""tigers""",1,2589
"""tight",1,2590
"""tight""",1,2591
"""tightness""",1,2592
"""tiltott""",1,2593
"""tisztazo",1,2594
"""tisztazza""",1,2595
